,u_index,tag_id,weight
1928,215.0,3.0,4.0
1929,215.0,25.0,2.0
1930,215.0,6.0,1.0
1931,215.0,20.0,1.0
1932,215.0,21.0,1.0
1933,216.0,10.0,2.0
1934,216.0,14.0,5.0
1935,216.0,16.0,4.0
1936,216.0,4.0,2.0
1937,216.0,11.0,1.0
1938,216.0,2.0,1.0
1939,216.0,3.0,4.0
1940,216.0,25.0,1.0
1941,216.0,21.0,1.0
1942,216.0,22.0,1.0
1943,216.0,13.0,2.0
1944,217.0,25.0,3.0
1945,217.0,20.0,1.0
1946,217.0,3.0,3.0
1947,217.0,21.0,1.0
1948,217.0,8.0,1.0
1949,217.0,23.0,1.0
1950,217.0,4.0,8.0
1951,217.0,11.0,2.0
1952,217.0,2.0,4.0
1953,217.0,19.0,2.0
1954,217.0,16.0,4.0
1955,218.0,3.0,7.0
1956,218.0,14.0,3.0
1957,218.0,21.0,1.0
1958,218.0,11.0,3.0
1959,218.0,9.0,1.0
1960,218.0,12.0,1.0
1961,218.0,4.0,1.0
1962,218.0,2.0,2.0
1963,218.0,22.0,1.0
1964,218.0,25.0,1.0
1965,218.0,16.0,1.0
1966,219.0,4.0,7.0
1967,219.0,0.0,2.0
1968,219.0,7.0,2.0
1969,219.0,3.0,6.0
1970,219.0,16.0,1.0
1971,219.0,17.0,1.0
1972,219.0,19.0,1.0
1973,219.0,21.0,1.0
1974,219.0,8.0,1.0
1975,219.0,5.0,5.0
1976,220.0,21.0,5.0
1977,220.0,5.0,4.0
1978,220.0,3.0,5.0
1979,220.0,14.0,1.0
1980,220.0,10.0,6.0
1981,220.0,11.0,6.0
1982,220.0,0.0,1.0
1983,220.0,4.0,2.0
1984,220.0,2.0,2.0
1985,221.0,3.0,4.0
1986,221.0,10.0,6.0
1987,221.0,21.0,2.0
1988,221.0,25.0,1.0
1989,221.0,14.0,1.0
1990,221.0,16.0,1.0
1991,221.0,4.0,2.0
1992,221.0,22.0,3.0
1993,222.0,4.0,3.0
1994,222.0,11.0,3.0
1995,222.0,2.0,1.0
1996,222.0,21.0,4.0
1997,222.0,5.0,5.0
1998,222.0,14.0,3.0
1999,222.0,3.0,6.0
2000,222.0,10.0,1.0
2001,222.0,30.0,2.0
2002,222.0,22.0,2.0
2003,223.0,10.0,2.0
2004,223.0,21.0,3.0
2005,223.0,11.0,3.0
2006,223.0,3.0,6.0
2007,223.0,12.0,1.0
2008,223.0,5.0,2.0
2009,223.0,26.0,1.0
2010,223.0,23.0,1.0
2011,223.0,19.0,1.0
2012,223.0,8.0,1.0
2013,224.0,3.0,8.0
2014,224.0,30.0,3.0
2015,224.0,0.0,2.0
2016,224.0,21.0,5.0
2017,224.0,14.0,1.0
2018,224.0,16.0,1.0
2019,224.0,10.0,3.0
2020,224.0,5.0,3.0
2021,224.0,11.0,3.0
2022,224.0,2.0,1.0
2023,224.0,12.0,1.0
2024,225.0,3.0,7.0
2025,225.0,10.0,6.0
2026,225.0,21.0,6.0
2027,225.0,16.0,1.0
2028,225.0,2.0,1.0
2029,225.0,4.0,2.0
2030,225.0,14.0,2.0
2031,225.0,26.0,1.0
2032,226.0,3.0,11.0
2033,226.0,14.0,4.0
2034,226.0,22.0,6.0
2035,226.0,16.0,2.0
2036,226.0,10.0,2.0
2037,226.0,4.0,2.0
2038,226.0,24.0,1.0
2039,226.0,11.0,2.0
2040,226.0,2.0,2.0
2041,226.0,21.0,2.0
2042,226.0,30.0,2.0
2043,226.0,0.0,2.0
2044,227.0,10.0,3.0
2045,227.0,21.0,3.0
2046,227.0,4.0,5.0
2047,227.0,25.0,4.0
2048,227.0,11.0,5.0
2049,227.0,3.0,2.0
2050,227.0,13.0,1.0
2051,227.0,2.0,3.0
2052,228.0,25.0,1.0
2053,228.0,20.0,1.0
2054,228.0,3.0,8.0
2055,228.0,21.0,2.0
2056,228.0,14.0,4.0
2057,228.0,4.0,7.0
2058,228.0,11.0,2.0
2059,228.0,2.0,2.0
2060,228.0,19.0,2.0
2061,228.0,23.0,1.0
2062,228.0,27.0,1.0
2063,228.0,0.0,1.0
2064,228.0,7.0,1.0
2065,228.0,16.0,1.0
2066,229.0,3.0,6.0
2067,229.0,10.0,12.0
2068,229.0,25.0,3.0
2069,229.0,20.0,1.0
2070,229.0,21.0,2.0
2071,229.0,14.0,2.0
2072,229.0,4.0,6.0
2073,229.0,11.0,4.0
2074,229.0,2.0,4.0
2075,229.0,5.0,2.0
2076,230.0,3.0,5.0
2077,230.0,14.0,2.0
2078,230.0,22.0,2.0
2079,230.0,11.0,2.0
2080,230.0,2.0,1.0
2081,230.0,10.0,2.0
2082,230.0,21.0,3.0
2083,230.0,4.0,1.0
2084,230.0,16.0,1.0
2085,230.0,20.0,1.0
2086,231.0,3.0,7.0
2087,231.0,10.0,2.0
2088,231.0,21.0,3.0
2089,231.0,26.0,1.0
2090,231.0,15.0,1.0
2091,231.0,4.0,1.0
2092,231.0,16.0,1.0
2093,231.0,22.0,1.0
2094,231.0,20.0,1.0
2095,231.0,12.0,1.0
2096,231.0,1.0,1.0
2097,232.0,10.0,3.0
2098,232.0,4.0,6.0
2099,232.0,22.0,6.0
2100,232.0,3.0,5.0
2101,232.0,1.0,1.0
2102,232.0,21.0,2.0
2103,232.0,16.0,1.0
2104,232.0,7.0,1.0
2105,232.0,11.0,1.0
2106,233.0,3.0,2.0
2107,233.0,10.0,1.0
2108,233.0,12.0,1.0
2109,233.0,25.0,4.0
2110,233.0,16.0,5.0
2111,233.0,24.0,2.0
2112,233.0,4.0,3.0
2113,233.0,13.0,6.0
2114,233.0,26.0,1.0
2115,233.0,7.0,1.0
2116,233.0,17.0,1.0
2117,233.0,11.0,1.0
2118,233.0,2.0,1.0
2119,233.0,14.0,1.0
2120,233.0,22.0,1.0
2121,234.0,14.0,9.0
2122,234.0,16.0,2.0
2123,234.0,22.0,6.0
2124,234.0,3.0,8.0
2125,234.0,4.0,3.0
2126,234.0,6.0,1.0
2127,234.0,10.0,2.0
2128,234.0,21.0,2.0
2129,234.0,25.0,2.0
2130,234.0,2.0,2.0
2131,235.0,3.0,8.0
2132,235.0,4.0,5.0
2133,235.0,10.0,5.0
2134,235.0,22.0,6.0
2135,235.0,2.0,2.0
2136,235.0,5.0,3.0
2137,235.0,11.0,2.0
2138,235.0,16.0,4.0
2139,235.0,12.0,1.0
2140,235.0,30.0,1.0
2141,235.0,0.0,1.0
2142,235.0,14.0,2.0
2143,236.0,3.0,8.0
2144,236.0,10.0,1.0
2145,236.0,25.0,1.0
2146,236.0,14.0,2.0
2147,236.0,16.0,2.0
2148,237.0,3.0,3.0
2149,237.0,12.0,1.0
2150,237.0,21.0,2.0
2151,237.0,22.0,2.0
2152,238.0,25.0,1.0
2153,238.0,20.0,1.0
2154,238.0,3.0,9.0
2155,238.0,14.0,2.0
2156,238.0,11.0,4.0
2157,238.0,4.0,2.0
2158,238.0,22.0,4.0
2159,238.0,21.0,4.0
2160,238.0,8.0,1.0
2161,238.0,10.0,4.0
2162,238.0,12.0,1.0
2163,239.0,10.0,4.0
2164,239.0,4.0,5.0
2165,239.0,11.0,2.0
2166,239.0,14.0,4.0
2167,239.0,16.0,2.0
2168,239.0,25.0,1.0
2169,239.0,2.0,3.0
2170,239.0,3.0,6.0
2171,239.0,22.0,2.0
2172,240.0,3.0,4.0
2173,240.0,14.0,3.0
2174,240.0,22.0,1.0
2175,240.0,25.0,3.0
2176,240.0,16.0,3.0
2177,240.0,21.0,3.0
2178,240.0,30.0,1.0
2179,240.0,10.0,4.0
2180,240.0,18.0,2.0
2181,240.0,28.0,2.0
2182,240.0,0.0,1.0
2183,240.0,4.0,3.0
2184,240.0,2.0,2.0
2185,241.0,10.0,8.0
2186,241.0,5.0,8.0
2187,241.0,2.0,1.0
2188,241.0,21.0,2.0
2189,241.0,11.0,2.0
2190,241.0,18.0,1.0
2191,241.0,12.0,1.0
2192,241.0,3.0,1.0
2193,242.0,3.0,7.0
2194,242.0,21.0,5.0
2195,242.0,8.0,2.0
2196,242.0,11.0,4.0
2197,242.0,2.0,2.0
2198,242.0,4.0,3.0
2199,242.0,19.0,2.0
2200,242.0,10.0,3.0
2201,242.0,17.0,2.0
2202,242.0,22.0,1.0
2203,243.0,4.0,5.0
2204,243.0,25.0,1.0
2205,243.0,2.0,3.0
2206,243.0,3.0,3.0
2207,243.0,7.0,1.0
2208,243.0,11.0,1.0
2209,243.0,22.0,2.0
2210,243.0,10.0,3.0
2211,243.0,6.0,1.0
2212,243.0,17.0,1.0
2213,244.0,3.0,7.0
2214,244.0,10.0,3.0
2215,244.0,7.0,1.0
2216,244.0,8.0,1.0
2217,244.0,4.0,3.0
2218,244.0,25.0,3.0
2219,244.0,11.0,3.0
2220,244.0,21.0,2.0
2221,245.0,3.0,6.0
2222,245.0,10.0,5.0
2223,245.0,29.0,1.0
2224,245.0,26.0,2.0
2225,245.0,5.0,2.0
2226,245.0,11.0,2.0
2227,246.0,3.0,5.0
2228,246.0,12.0,1.0
2229,246.0,1.0,1.0
2230,246.0,10.0,5.0
2231,246.0,21.0,1.0
2232,246.0,4.0,2.0
2233,246.0,25.0,5.0
2234,246.0,2.0,2.0
2235,246.0,23.0,1.0
2236,246.0,0.0,1.0
2237,246.0,22.0,1.0
2238,246.0,20.0,1.0
2239,247.0,10.0,5.0
2240,247.0,4.0,7.0
2241,247.0,22.0,4.0
2242,247.0,3.0,6.0
2243,247.0,14.0,4.0
2244,247.0,5.0,2.0
2245,247.0,25.0,3.0
2246,247.0,11.0,4.0
2247,247.0,0.0,2.0
2248,247.0,7.0,1.0
2249,247.0,21.0,1.0
2250,248.0,16.0,1.0
2251,248.0,3.0,9.0
2252,248.0,7.0,2.0
2253,248.0,20.0,2.0
2254,248.0,21.0,4.0
2255,248.0,5.0,2.0
2256,248.0,11.0,2.0
2257,248.0,12.0,1.0
2258,248.0,14.0,1.0
2259,248.0,4.0,1.0
2260,248.0,19.0,1.0
2261,249.0,3.0,4.0
2262,249.0,21.0,3.0
2263,249.0,12.0,1.0
2264,249.0,4.0,4.0
2265,249.0,10.0,4.0
2266,249.0,11.0,2.0
2267,249.0,25.0,3.0
2268,249.0,2.0,3.0
2269,249.0,0.0,1.0
2270,250.0,10.0,7.0
2271,250.0,25.0,3.0
2272,250.0,3.0,7.0
2273,250.0,20.0,1.0
2274,250.0,15.0,1.0
2275,250.0,17.0,1.0
2276,250.0,4.0,5.0
2277,250.0,14.0,4.0
2278,250.0,11.0,2.0
2279,250.0,16.0,2.0
2280,251.0,23.0,1.0
2281,251.0,4.0,6.0
2282,251.0,11.0,3.0
2283,251.0,2.0,6.0
2284,251.0,25.0,4.0
2285,251.0,10.0,3.0
2286,251.0,12.0,1.0
2287,251.0,3.0,1.0
2288,251.0,21.0,1.0
2289,252.0,10.0,3.0
2290,252.0,21.0,3.0
2291,252.0,3.0,5.0
2292,252.0,11.0,1.0
2293,252.0,12.0,4.0
2294,252.0,1.0,2.0
2295,252.0,23.0,1.0
2296,252.0,4.0,3.0
2297,252.0,25.0,1.0
2298,252.0,2.0,1.0
2299,252.0,22.0,3.0
2300,252.0,14.0,1.0
2301,252.0,5.0,1.0
2302,253.0,5.0,8.0
2303,253.0,11.0,3.0
2304,253.0,2.0,2.0
2305,253.0,14.0,5.0
2306,253.0,4.0,3.0
2307,253.0,25.0,3.0
2308,253.0,3.0,3.0
2309,253.0,21.0,1.0
2310,253.0,13.0,1.0
2311,254.0,10.0,2.0
2312,254.0,14.0,2.0
2313,254.0,16.0,1.0
2314,254.0,3.0,3.0
2315,254.0,22.0,1.0
2316,254.0,11.0,3.0
2317,254.0,2.0,4.0
2318,254.0,5.0,4.0
2319,254.0,18.0,2.0
2320,254.0,12.0,2.0
2321,254.0,30.0,1.0
2322,254.0,0.0,2.0
2323,254.0,4.0,1.0
2324,254.0,25.0,1.0
2325,255.0,4.0,2.0
2326,255.0,21.0,3.0
2327,255.0,25.0,3.0
2328,255.0,3.0,8.0
2329,255.0,14.0,2.0
2330,255.0,10.0,3.0
2331,255.0,22.0,1.0
2332,256.0,26.0,1.0
2333,256.0,10.0,1.0
2334,256.0,14.0,3.0
2335,256.0,16.0,1.0
2336,256.0,3.0,5.0
2337,256.0,30.0,1.0
2338,256.0,0.0,1.0
2339,256.0,4.0,2.0
2340,256.0,5.0,5.0
2341,256.0,29.0,1.0
2342,256.0,21.0,1.0
2343,257.0,4.0,1.0
2344,257.0,28.0,2.0
2345,257.0,3.0,6.0
2346,257.0,14.0,3.0
2347,257.0,22.0,1.0
2348,257.0,10.0,1.0
2349,257.0,16.0,2.0
2350,257.0,2.0,1.0
2351,257.0,25.0,1.0
2352,257.0,7.0,2.0
2353,257.0,17.0,1.0
2354,258.0,14.0,3.0
2355,258.0,16.0,3.0
2356,258.0,4.0,1.0
2357,258.0,11.0,1.0
2358,258.0,2.0,1.0
2359,258.0,25.0,3.0
2360,258.0,3.0,4.0
2361,258.0,12.0,2.0
2362,258.0,21.0,3.0
2363,258.0,26.0,1.0
2364,258.0,10.0,2.0
2365,258.0,7.0,2.0
2366,259.0,4.0,9.0
2367,259.0,19.0,1.0
2368,259.0,8.0,1.0
2369,259.0,22.0,5.0
2370,259.0,3.0,3.0
2371,259.0,14.0,3.0
2372,259.0,16.0,5.0
2373,259.0,13.0,2.0
2374,259.0,10.0,3.0
2375,259.0,25.0,1.0
2376,259.0,2.0,1.0
2377,259.0,21.0,1.0
2378,260.0,4.0,4.0
2379,260.0,25.0,4.0
2380,260.0,2.0,2.0
2381,260.0,5.0,2.0
2382,260.0,10.0,3.0
2383,260.0,11.0,2.0
2384,260.0,3.0,7.0
2385,260.0,0.0,1.0
2386,260.0,7.0,1.0
2387,260.0,12.0,2.0
2388,261.0,4.0,4.0
2389,261.0,11.0,2.0
2390,261.0,2.0,3.0
2391,261.0,3.0,4.0
2392,261.0,14.0,1.0
2393,261.0,22.0,1.0
2394,261.0,21.0,1.0
2395,261.0,9.0,1.0
2396,261.0,7.0,1.0
2397,261.0,17.0,1.0
2398,261.0,23.0,1.0
2399,261.0,25.0,3.0
2400,262.0,5.0,2.0
2401,262.0,11.0,2.0
2402,263.0,25.0,1.0
2403,263.0,14.0,5.0
2404,263.0,16.0,2.0
2405,263.0,3.0,2.0
2406,263.0,24.0,1.0
2407,263.0,5.0,1.0
2408,263.0,23.0,1.0
2409,263.0,10.0,2.0
2410,263.0,13.0,3.0
2411,263.0,22.0,2.0
2412,264.0,3.0,7.0
2413,264.0,21.0,4.0
2414,264.0,14.0,5.0
2415,264.0,26.0,1.0
2416,264.0,30.0,3.0
2417,264.0,9.0,1.0
2418,264.0,4.0,2.0
2419,264.0,25.0,2.0
2420,264.0,5.0,2.0
2421,264.0,22.0,2.0
2422,264.0,10.0,1.0
2423,265.0,25.0,1.0
2424,265.0,20.0,1.0
2425,265.0,10.0,2.0
2426,265.0,4.0,2.0
2427,266.0,14.0,5.0
2428,266.0,13.0,2.0
2429,266.0,3.0,6.0
2430,266.0,16.0,3.0
2431,266.0,25.0,2.0
2432,266.0,4.0,1.0
2433,266.0,2.0,1.0
2434,266.0,12.0,1.0
2435,266.0,10.0,1.0
2436,266.0,0.0,1.0
2437,266.0,21.0,1.0
2438,267.0,4.0,2.0
2439,267.0,11.0,2.0
2440,267.0,2.0,3.0
2441,267.0,5.0,3.0
2442,267.0,10.0,1.0
2443,267.0,18.0,1.0
2444,267.0,3.0,3.0
2445,267.0,25.0,1.0
2446,267.0,29.0,2.0
2447,268.0,4.0,5.0
2448,268.0,14.0,2.0
2449,268.0,3.0,3.0
2450,268.0,10.0,3.0
2451,268.0,19.0,1.0
2452,268.0,8.0,1.0
2453,268.0,5.0,4.0
2454,268.0,12.0,2.0
2455,268.0,11.0,2.0
2456,268.0,25.0,1.0
2457,269.0,21.0,6.0
2458,269.0,8.0,2.0
2459,269.0,3.0,5.0
2460,269.0,5.0,2.0
2461,269.0,11.0,4.0
2462,269.0,4.0,3.0
2463,269.0,17.0,1.0
2464,269.0,10.0,4.0
2465,269.0,25.0,2.0
2466,269.0,16.0,2.0
2467,270.0,3.0,9.0
2468,270.0,21.0,6.0
2469,270.0,8.0,2.0
2470,270.0,14.0,2.0
2471,270.0,16.0,2.0
2472,270.0,12.0,2.0
2473,270.0,10.0,2.0
2474,271.0,4.0,6.0
2475,271.0,25.0,3.0
2476,271.0,16.0,2.0
2477,271.0,11.0,2.0
2478,271.0,2.0,2.0
2479,271.0,13.0,1.0
2480,271.0,3.0,4.0
2481,271.0,17.0,2.0
2482,271.0,21.0,1.0
2483,271.0,10.0,1.0
2484,272.0,4.0,3.0
2485,272.0,22.0,2.0
2486,272.0,25.0,1.0
2487,272.0,23.0,1.0
2488,273.0,10.0,1.0
2489,273.0,14.0,2.0
2490,273.0,16.0,2.0
2491,273.0,25.0,8.0
2492,273.0,3.0,1.0
2493,273.0,30.0,1.0
2494,273.0,0.0,1.0
2495,273.0,4.0,6.0
2496,273.0,2.0,8.0
2497,273.0,20.0,1.0
2498,273.0,5.0,2.0
2499,273.0,11.0,2.0
2500,274.0,16.0,7.0
2501,274.0,13.0,4.0
2502,274.0,10.0,7.0
2503,274.0,22.0,2.0
2504,274.0,3.0,2.0
2505,274.0,1.0,1.0
2506,274.0,2.0,1.0
2507,274.0,4.0,2.0
2508,274.0,21.0,1.0
2509,274.0,11.0,2.0
2510,275.0,3.0,11.0
2511,275.0,14.0,1.0
2512,275.0,22.0,1.0
2513,275.0,10.0,7.0
2514,275.0,9.0,4.0
2515,275.0,12.0,2.0
2516,275.0,0.0,3.0
2517,275.0,25.0,2.0
2518,275.0,21.0,2.0
2519,275.0,11.0,1.0
2520,275.0,30.0,1.0
2521,276.0,10.0,3.0
2522,276.0,3.0,6.0
2523,276.0,14.0,4.0
2524,276.0,22.0,3.0
2525,276.0,25.0,1.0
2526,276.0,11.0,1.0
2527,276.0,2.0,1.0
2528,276.0,16.0,2.0
2529,276.0,4.0,2.0
2530,277.0,21.0,2.0
2531,277.0,5.0,4.0
2532,277.0,11.0,3.0
2533,277.0,3.0,6.0
2534,277.0,12.0,2.0
2535,277.0,22.0,2.0
2536,277.0,10.0,6.0
2537,277.0,0.0,1.0
2538,277.0,25.0,2.0
2539,277.0,20.0,1.0
2540,278.0,3.0,4.0
2541,278.0,21.0,2.0
2542,278.0,4.0,5.0
2543,278.0,25.0,5.0
2544,278.0,13.0,5.0
2545,278.0,10.0,1.0
2546,278.0,2.0,1.0
2547,278.0,14.0,1.0
2548,278.0,16.0,1.0
2549,279.0,21.0,1.0
2550,279.0,25.0,5.0
2551,279.0,5.0,3.0
2552,279.0,4.0,3.0
2553,279.0,2.0,6.0
2554,279.0,16.0,2.0
2555,279.0,13.0,1.0
2556,279.0,22.0,1.0
2557,279.0,10.0,2.0
2558,279.0,20.0,1.0
2559,279.0,24.0,1.0
2560,280.0,3.0,3.0
2561,280.0,4.0,5.0
2562,280.0,7.0,2.0
2563,280.0,17.0,2.0
2564,280.0,25.0,3.0
2565,280.0,2.0,3.0
2566,280.0,12.0,1.0
2567,280.0,14.0,2.0
2568,280.0,16.0,2.0
2569,280.0,13.0,2.0
2570,280.0,26.0,1.0
2571,281.0,4.0,10.0
2572,281.0,25.0,10.0
2573,281.0,2.0,3.0
2574,281.0,10.0,4.0
2575,281.0,3.0,3.0
2576,281.0,11.0,2.0
2577,281.0,16.0,7.0
2578,282.0,26.0,1.0
2579,282.0,3.0,4.0
2580,282.0,21.0,3.0
2581,282.0,8.0,2.0
2582,282.0,6.0,1.0
2583,282.0,10.0,5.0
2584,282.0,4.0,1.0
2585,282.0,5.0,1.0
2586,282.0,1.0,1.0
2587,282.0,14.0,2.0
2588,282.0,16.0,1.0
2589,282.0,11.0,1.0
2590,283.0,3.0,3.0
2591,283.0,4.0,3.0
2592,283.0,22.0,1.0
2593,284.0,4.0,1.0
2594,284.0,2.0,1.0
2595,284.0,10.0,1.0
2596,284.0,21.0,1.0
2597,284.0,3.0,4.0
2598,284.0,1.0,2.0
2599,284.0,17.0,4.0
2600,284.0,12.0,1.0
2601,284.0,25.0,1.0
2602,284.0,16.0,1.0
2603,284.0,20.0,1.0
2604,284.0,5.0,1.0
2605,284.0,11.0,1.0
2606,285.0,5.0,1.0
2607,285.0,2.0,4.0
2608,285.0,11.0,4.0
2609,285.0,4.0,3.0
2610,285.0,16.0,2.0
2611,285.0,13.0,1.0
2612,285.0,25.0,1.0
2613,285.0,3.0,3.0
2614,285.0,10.0,3.0
2615,285.0,0.0,1.0
2616,285.0,21.0,2.0
2617,286.0,26.0,1.0
2618,286.0,3.0,9.0
2619,286.0,12.0,2.0
2620,286.0,10.0,1.0
2621,286.0,21.0,2.0
2622,286.0,4.0,2.0
2623,286.0,19.0,2.0
2624,286.0,7.0,1.0
2625,286.0,8.0,3.0
2626,286.0,11.0,1.0
2627,287.0,4.0,3.0
2628,287.0,11.0,1.0
2629,287.0,10.0,2.0
2630,287.0,14.0,4.0
2631,287.0,16.0,3.0
2632,287.0,13.0,1.0
2633,287.0,3.0,4.0
2634,287.0,30.0,1.0
2635,287.0,23.0,1.0
2636,287.0,22.0,3.0
2637,288.0,10.0,2.0
2638,288.0,5.0,2.0
2639,288.0,18.0,2.0
2640,288.0,3.0,2.0
2641,288.0,4.0,2.0
2642,288.0,19.0,2.0
2643,289.0,10.0,7.0
2644,289.0,4.0,1.0
2645,289.0,2.0,1.0
2646,289.0,14.0,1.0
2647,289.0,16.0,1.0
2648,289.0,21.0,5.0
2649,289.0,11.0,5.0
2650,289.0,29.0,2.0
2651,289.0,5.0,4.0
2652,289.0,7.0,1.0
2653,290.0,3.0,2.0
2654,290.0,12.0,2.0
2655,291.0,4.0,9.0
2656,291.0,25.0,6.0
2657,291.0,16.0,2.0
2658,291.0,3.0,8.0
2659,291.0,14.0,3.0
2660,291.0,13.0,1.0
2661,291.0,19.0,2.0
2662,291.0,22.0,4.0
2663,291.0,2.0,2.0
2664,292.0,3.0,8.0
2665,292.0,30.0,3.0
2666,292.0,0.0,2.0
2667,292.0,12.0,1.0
2668,292.0,21.0,3.0
2669,292.0,10.0,1.0
2670,292.0,7.0,1.0
2671,293.0,3.0,8.0
2672,293.0,21.0,1.0
2673,293.0,10.0,5.0
2674,293.0,16.0,2.0
2675,293.0,12.0,1.0
2676,293.0,6.0,1.0
2677,293.0,25.0,2.0
2678,293.0,14.0,2.0
2679,293.0,22.0,2.0
2680,293.0,4.0,1.0
2681,294.0,3.0,2.0
2682,294.0,10.0,1.0
2683,294.0,21.0,2.0
2684,294.0,5.0,2.0
2685,295.0,4.0,4.0
2686,295.0,11.0,4.0
2687,295.0,2.0,7.0
2688,295.0,10.0,3.0
2689,295.0,5.0,3.0
2690,295.0,18.0,1.0
2691,295.0,3.0,1.0
2692,295.0,30.0,1.0
2693,295.0,0.0,1.0
2694,295.0,25.0,6.0
2695,295.0,20.0,1.0
2696,296.0,3.0,2.0
2697,296.0,10.0,2.0
2698,297.0,10.0,3.0
2699,297.0,5.0,4.0
2700,297.0,11.0,5.0
2701,297.0,3.0,7.0
2702,297.0,0.0,4.0
2703,297.0,30.0,1.0
2704,297.0,9.0,2.0
2705,297.0,21.0,3.0
2706,297.0,12.0,2.0
2707,297.0,22.0,2.0
2708,298.0,3.0,5.0
2709,298.0,21.0,3.0
2710,298.0,30.0,2.0
2711,298.0,23.0,2.0
2712,298.0,4.0,7.0
2713,298.0,25.0,3.0
2714,298.0,11.0,3.0
2715,298.0,16.0,2.0
2716,298.0,2.0,2.0
2717,298.0,10.0,6.0
2718,298.0,22.0,2.0
2719,298.0,17.0,1.0
2720,299.0,3.0,4.0
2721,299.0,14.0,2.0
2722,299.0,25.0,2.0
2723,299.0,22.0,2.0
2724,299.0,4.0,1.0
2725,299.0,2.0,1.0
2726,299.0,5.0,3.0
2727,299.0,24.0,3.0
2728,299.0,12.0,1.0
2729,300.0,3.0,2.0
2730,300.0,14.0,3.0
2731,300.0,22.0,2.0
2732,300.0,4.0,2.0
2733,300.0,10.0,2.0
2734,300.0,16.0,2.0
2735,300.0,25.0,2.0
2736,300.0,2.0,1.0
2737,300.0,5.0,1.0
2738,300.0,11.0,1.0
2739,301.0,3.0,6.0
2740,301.0,21.0,3.0
2741,301.0,25.0,3.0
2742,301.0,10.0,4.0
2743,301.0,0.0,2.0
2744,301.0,4.0,4.0
2745,301.0,11.0,4.0
2746,301.0,2.0,4.0
2747,301.0,16.0,2.0
2748,301.0,5.0,2.0
2749,302.0,4.0,5.0
2750,302.0,14.0,2.0
2751,302.0,16.0,2.0
2752,302.0,11.0,5.0
2753,302.0,2.0,3.0
2754,302.0,10.0,2.0
2755,302.0,25.0,7.0
2756,302.0,17.0,1.0
2757,302.0,3.0,2.0
2758,302.0,12.0,1.0
2759,303.0,3.0,11.0
2760,303.0,0.0,3.0
2761,303.0,5.0,6.0
2762,303.0,11.0,2.0
2763,303.0,2.0,2.0
2764,303.0,21.0,2.0
2765,303.0,30.0,3.0
2766,303.0,4.0,4.0
2767,303.0,25.0,2.0
2768,304.0,3.0,8.0
2769,304.0,25.0,1.0
2770,304.0,16.0,1.0
2771,304.0,10.0,3.0
2772,304.0,22.0,5.0
2773,304.0,4.0,2.0
2774,304.0,12.0,2.0
2775,304.0,21.0,3.0
2776,304.0,5.0,2.0
2777,304.0,11.0,2.0
2778,304.0,0.0,1.0
2779,305.0,4.0,5.0
2780,305.0,25.0,5.0
2781,305.0,2.0,1.0
2782,305.0,14.0,9.0
2783,305.0,16.0,7.0
2784,305.0,13.0,6.0
2785,305.0,3.0,3.0
2786,305.0,11.0,3.0
2787,306.0,3.0,7.0
2788,306.0,12.0,3.0
2789,306.0,5.0,4.0
2790,306.0,24.0,1.0
2791,306.0,10.0,4.0
2792,306.0,2.0,2.0
2793,306.0,21.0,1.0
2794,306.0,11.0,1.0
2795,306.0,0.0,1.0
2796,307.0,10.0,5.0
2797,307.0,3.0,6.0
2798,307.0,21.0,3.0
2799,307.0,7.0,1.0
2800,307.0,22.0,2.0
2801,307.0,25.0,2.0
2802,307.0,0.0,1.0
2803,307.0,4.0,1.0
2804,308.0,21.0,2.0
2805,308.0,5.0,2.0
2806,308.0,4.0,3.0
2807,308.0,25.0,3.0
2808,308.0,11.0,3.0
2809,308.0,3.0,2.0
2810,308.0,10.0,2.0
2811,309.0,3.0,6.0
2812,309.0,21.0,4.0
2813,309.0,30.0,2.0
2814,309.0,10.0,2.0
2815,309.0,22.0,2.0
2816,309.0,25.0,1.0
2817,309.0,14.0,4.0
2818,309.0,16.0,4.0
2819,309.0,4.0,2.0
2820,309.0,11.0,1.0
2821,310.0,10.0,8.0
2822,310.0,21.0,4.0
2823,310.0,23.0,2.0
2824,310.0,30.0,1.0
2825,310.0,18.0,1.0
2826,310.0,3.0,6.0
2827,310.0,5.0,2.0
2828,310.0,11.0,2.0
2829,311.0,25.0,5.0
2830,311.0,20.0,1.0
2831,311.0,10.0,8.0
2832,311.0,21.0,1.0
2833,311.0,2.0,5.0
2834,311.0,5.0,2.0
2835,311.0,11.0,3.0
2836,311.0,4.0,5.0
2837,311.0,3.0,2.0
2838,311.0,14.0,1.0
2839,312.0,3.0,13.0
2840,312.0,6.0,1.0
2841,312.0,10.0,11.0
2842,312.0,21.0,2.0
2843,312.0,14.0,5.0
2844,312.0,4.0,4.0
2845,312.0,22.0,2.0
2846,313.0,3.0,7.0
2847,313.0,22.0,2.0
2848,313.0,28.0,1.0
2849,313.0,10.0,1.0
2850,313.0,16.0,2.0
2851,313.0,25.0,1.0
2852,313.0,14.0,1.0
2853,314.0,3.0,5.0
2854,314.0,25.0,3.0
2855,314.0,16.0,3.0
2856,314.0,10.0,1.0
2857,314.0,5.0,1.0
2858,314.0,11.0,2.0
2859,314.0,4.0,3.0
